title,opening_date,closing_date,year,year_closed,theatre_name,production_type,show_type,n_performances,show_never_opened,revival,pre_broadway,limited_run,repertory,id,theatre_id
You're Welcome America. A Final Night with George W. Bush,2009-02-05,2009-03-15,2009,2009.0,Cort Theatre,Original,Special,N/A,0,0,0,1,0,311889,5028
33 Variations,2009-03-09,2009-05-21,2009,2009.0,Eugene O'Neill Theatre,Original,Play,N/A,0,0,0,1,0,311892,5032
Blithe Spirit,2009-03-15,2009-07-19,2009,2009.0,Shubert Theatre,Revival,Play,N/A,0,1,0,1,0,311893,5075
Impressionism,2009-03-24,2009-05-10,2009,2009.0,Gerald Schoenfeld Theatre,Original,Play,N/A,0,0,0,1,0,311894,5933
reasons to be pretty,2009-04-02,2009-06-14,2009,2009.0,Lyceum Theatre,Original,Play,N/A,0,0,0,0,0,311895,7033
Soul of Shaolin,2009-01-15,2009-01-31,2009,2009.0,Marquis Theatre,Original,Special,N/A,0,0,0,1,0,311896,7040
The Story of My Life,2009-02-19,2009-02-22,2009,2009.0,Booth Theatre,Original,Musical,N/A,0,0,0,0,0,311897,5334
Betty Hutton and Her All-Star International Show,1952-04-12,1952-05-09,1952,1952.0,Palace Theatre,Original,Special,N/A,0,0,0,0,0,311914,5060
Betty Hutton and Her All-Star International Show,1953-10-14,1953-11-10,1953,1953.0,Palace Theatre,Original,Special,N/A,0,0,0,0,0,311915,5060
A Texas Trilogy: Lu Ann Hampton Laverty Oberlander,1976-09-21,1976-10-30,1976,1976.0,Broadhurst Theatre,Original,Play,21.0,0,0,0,0,0,311918,5016
A Texas Trilogy: The Last Meeting of the Knights of the White Magnolia,1976-09-22,1976-10-31,1976,1976.0,Broadhurst Theatre,Original,Play,22.0,0,0,0,0,0,311919,5016
A Texas Trilogy: The Oldest Living Graduate,1976-09-23,1976-10-29,1976,1976.0,Broadhurst Theatre,Original,Play,20.0,0,0,0,0,0,311920,5016
Le Bourgeoise Gentilhomme,1924-11-10,N/A,1924,N/A,Jolson's 59th Street Theatre,Original,Play,N/A,0,0,0,0,0,311922,7316
Le Bourgeoise Gentilhomme,1955-10-25,1955-11-07,1955,1955.0,Broadway Theatre,Revival,Play,16.0,0,1,0,0,0,311923,5017
La Traviata,1944-04-27,1944-05-06,1944,1944.0,Center Theatre,Revival,N/A,N/A,0,1,0,0,0,311924,5024
La Traviata,1944-05-08,1944-05-13,1944,1944.0,City Center,Revival,N/A,3.0,0,1,0,0,0,311925,7191
La Traviata,1944-11-12,1944-11-25,1944,1944.0,City Center,Revival,N/A,3.0,0,1,0,0,0,311926,7191
La Traviata,1945-09-30,1945-11-29,1945,1945.0,City Center,Revival,N/A,7.0,0,1,0,0,0,311927,7191
La Traviata,1946-05-03,1946-05-03,1946,1946.0,Center Theatre,Revival,N/A,1.0,0,1,0,0,0,311928,5024
La Traviata,1947-04-26,1947-05-11,1947,1947.0,Center Theatre,Revival,N/A,3.0,0,1,0,0,0,311929,5024
La Traviata,1948-04-14,1948-05-02,1948,1948.0,Center Theatre,Revival,N/A,N/A,0,1,0,0,0,311930,5024
Kykundor,1934-06-10,1934-08-04,1934,1934.0,Little Theatre,Original,Special,65.0,0,0,0,0,0,311938,7027
The Mikado,1931-10-26,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,8.0,0,1,0,0,0,311942,7000
The Mikado,1931-12-25,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,12.0,0,1,0,0,0,311949,7000
Mr. Sycamore,1942-11-13,1942-11-28,1942,1942.0,Guild Theatre,Original,Play,19.0,0,0,0,0,0,311992,7024
The Better 'Ole,1918-10-19,1919-10-04,1918,1919.0,Greenwich Village Theatre,Original,Special,353.0,0,0,0,0,0,311993,5369
The Scarlet Lily,1927-01-29,N/A,1927,N/A,Comedy Theatre,Original,Play,57.0,0,0,0,0,0,311994,7196
Iolanthe,1918-09-30,1919-04-12,1918,1919.0,Park Theatre,Revival,Opera,N/A,0,1,0,0,0,312007,7366
Love and Libel,1960-12-07,1960-12-10,1960,1960.0,Martin Beck Theatre,Original,Play,5.0,0,0,0,0,0,312016,7042
The Scarlet Pimpernel,1997-11-09,2000-01-02,1997,2000.0,N/A,Original,Musical,772.0,0,0,0,0,0,312017,0
The Yellow Jacket,1916-11-09,N/A,1916,N/A,Cort Theatre,Revival,Play,172.0,0,1,0,0,0,312033,5028
The Yellow Jacket,1928-11-07,N/A,1928,N/A,Coburn Theatre,Revival,Play,69.0,0,1,0,0,0,312034,7106
The Yellow Jacket,1912-11-04,N/A,1912,N/A,Fulton Theatre,N/A,Play,80.0,0,0,0,0,0,312035,7238
The Rose of Alhambra,1907-02-04,1907-02-23,1907,1907.0,Majestic Theatre,Original,Musical,26.0,0,0,0,0,0,312050,5052
La Serva Amorosa,1987-10-17,N/A,1987,N/A,Mark Hellinger Theatre,Original,Play,3.0,0,0,0,0,0,312051,5053
H.M.S. Pinafore,1918-09-30,1919-04-12,1918,1919.0,Park Theatre,Revival,Musical,N/A,0,1,0,0,0,312065,7366
The Gondoliers,1932-01-11,N/A,1932,N/A,Erlanger's Theatre,Revival,Opera,8.0,0,1,0,0,0,312074,7000
The Gondoliers,1918-09-30,1919-04-12,1918,1919.0,Park Theatre,Revival,Opera,N/A,0,1,0,0,0,312075,7366
Il Berretto a Songali,1987-10-14,1987-10-16,1987,1987.0,Mark Hellinger Theatre,Original,Play,3.0,0,0,0,0,0,312091,5053
Camille,1935-12-04,N/A,1935,N/A,Shubert Theatre,Revival,Play,7.0,0,1,0,0,0,312093,5075
Camille,1932-11-01,N/A,1932,N/A,Morosco Theatre,Revival,Play,15.0,0,1,0,0,0,312094,5488
Camille,1911-04-24,N/A,1911,N/A,Garden Theatre,N/A,Play,8.0,0,0,0,0,0,312095,5794
Camille,1904-04-18,N/A,1904,N/A,Hudson Theatre,N/A,Play,18.0,0,0,0,0,0,312096,6076
Camille,1904-04-18,N/A,1904,N/A,Harlem Opera House,N/A,Play,16.0,0,0,0,0,0,312097,7283
Camille,1931-01-26,N/A,1931,N/A,Civic Repertory Theatre,Revival,Play,57.0,0,1,0,0,0,312098,7091
Camille,1908-02-08,N/A,1908,N/A,Daly's Theatre,Revival,Play,N/A,0,1,0,0,0,312099,7561
Coquelico,1979-02-22,1979-04-01,1979,1979.0,22 Steps,Original,N/A,45.0,0,0,0,0,0,312100,7333
Banjo Dancing,1980-10-21,1980-11-30,1980,1980.0,Century Theatre,Original,Play,38.0,0,0,0,0,0,312123,7180
Patti La Belle on Broadway,1984-09-11,1984-09-16,1984,1984.0,Gershwin Theatre,Original,N/A,N/A,0,0,0,0,0,312125,5035
Tony Bennett in Concert,1993-10-19,1993-10-23,1993,1993.0,Longacre Theatre,Original,Concert,6.0,0,0,0,0,0,312126,5211
Don Cossacks,1990-01-23,1990-02-04,1990,1990.0,Neil Simon Theatre,Original,N/A,16.0,0,0,0,0,0,312127,6985
The Show of Wonders,1916-10-26,1917-04-21,1916,1917.0,Winter Garden Theatre,Original,Musical,209.0,0,0,0,0,0,312128,7070
R. U. R.,1922-10-09,N/A,1922,N/A,Garrick Theatre,Original,Play,184.0,0,0,0,0,0,312129,7524
R. U. R.,1942-12-03,1942-12-05,1942,1942.0,Ethel Barrymore Theatre,Revival,Play,4.0,0,1,0,0,0,312130,5031
Koi-No-Yozakura,1930-03-04,N/A,1930,N/A,Booth Theatre,Original,Play,15.0,0,0,0,0,0,312131,5334
Bayanihan,1959-10-13,N/A,1959,N/A,Winter Garden Theatre,Original,Special,N/A,0,0,0,0,0,312132,7070
Triple-A Plowed Under,1936-03-14,N/A,1936,N/A,Biltmore Theatre,N/A,Unknown,85.0,0,0,0,0,0,312134,5199
Injunction Granted,1936-07-24,N/A,1936,N/A,Biltmore Theatre,Original,Special,N/A,0,0,0,0,0,312136,5199
Life and Death of an American,1939-05-19,N/A,1939,N/A,Maxine Elliott's Theatre,N/A,Unknown,29.0,0,0,0,0,0,312137,5622
1935,1936-05-12,N/A,1936,N/A,Biltmore Theatre,N/A,N/A,34.0,0,0,0,0,0,312138,5199
It Can't Happen Here,1936-10-26,N/A,1936,N/A,Adelphi Theatre,Original,Play,95.0,0,0,0,0,0,312139,7203
Power,1937-02-23,1937-07-10,1937,1937.0,Ritz Theatre,Original,Play,118.0,0,0,0,0,0,312140,7057
one third of a nation,1938-01-17,1938-10-22,1938,1938.0,Adelphi Theatre,Original,Special,237.0,0,0,0,0,0,312141,7203
Power,1938-02-12,1938-02-26,1938,1938.0,49th Street Theatre,Revival,Play,15.0,0,1,0,0,0,312142,6902
Power,1938-03-23,1938-04-02,1938,1938.0,49th Street Theatre,Revival,Play,9.0,0,1,0,0,0,312143,6902
The Relapse,1950-11-22,1950-12-16,1950,1950.0,Morosco Theatre,Revival,Play,30.0,0,1,0,0,0,312148,5488
Twelfth Night,1900-02-26,N/A,1900,N/A,Fifth Avenue Theatre,Revival,Play,N/A,0,1,0,0,0,312248,7519
Twelfth Night,1907-01-21,N/A,1907,N/A,Lyric Theatre,Revival,Play,N/A,0,1,0,0,0,312249,7358
Twelfth Night,1907-03-04,N/A,1907,N/A,Garden Theatre,Revival,Play,N/A,0,1,0,0,0,312250,5794
Twelfth Night,1907-06-10,N/A,1907,N/A,Academy of Music,Revival,Play,N/A,0,1,0,0,0,312251,5339
Twelfth Night,1910-01-26,N/A,1910,N/A,New Theatre,Revival,Play,N/A,0,1,0,0,0,312252,7405
Twelfth Night,1911-07-03,N/A,1911,N/A,Broadway Theatre,Revival,Play,N/A,0,1,0,0,0,312253,5017
Twelfth Night,1911-11-20,N/A,1911,N/A,Manhattan Opera House,Revival,Play,N/A,0,1,0,0,0,312254,7375
Twelfth Night,1914-03-16,N/A,1914,N/A,Hudson Theatre,Revival,Play,N/A,0,1,0,0,0,312255,6076
Twelfth Night,1930-03-24,N/A,1930,N/A,Shubert Theatre,Revival,Play,N/A,0,1,0,0,0,312256,5075
Twelfth Night,1930-10-15,N/A,1930,N/A,Maxine Elliott's Theatre,Revival,Play,65.0,0,1,0,0,0,312258,5622
Twelfth Night,1914-11-23,N/A,1914,N/A,Liberty Theatre,Revival,Play,8.0,0,1,0,0,0,312259,5250
Twelfth Night,1904-02-22,N/A,1904,N/A,Knickerbocker Theatre,N/A,Play,16.0,0,0,0,0,0,312260,5300
Twelfth Night,1904-02-08,N/A,1904,N/A,Knickerbocker Theatre,N/A,Play,16.0,0,0,0,0,0,312261,5300
Twelfth Night,1926-12-20,N/A,1926,N/A,Civic Repertory Theatre,Revival,Play,26.0,0,1,0,0,0,312262,7091
Twelfth Night,1905-01-11,1905-01-18,1905,1905.0,Knickerbocker Theatre,Revival,Play,2.0,0,1,0,0,0,312263,5300
Twelfth Night,1905-10-16,1905-11-25,1905,1905.0,Knickerbocker Theatre,Revival,Play,N/A,0,1,0,0,0,312264,5300
Twelfth Night,1910-02-07,1910-03-21,1910,1910.0,Academy of Music,Revival,Play,N/A,0,1,0,0,0,312265,5339
Twelfth Night,1912-09-30,1912-11-02,1912,1912.0,Manhattan Opera House,Revival,Play,N/A,0,1,0,0,0,312266,7375
Twelfth Night,1913-09-22,1913-10-25,1913,1913.0,Manhattan Opera House,Revival,Play,N/A,0,1,0,0,0,312267,7375
Twelfth Night,1919-10-06,1919-10-19,1919,1919.0,Shubert Theatre,Revival,Play,N/A,0,1,0,0,0,312268,5075
Twelfth Night,1941-12-02,1941-12-13,1941,1941.0,Little Theatre,Revival,Play,15.0,0,1,0,0,0,312269,7027
Twelfth Night,1972-03-02,1972-04-08,1972,1972.0,Vivian Beaumont Theatre,Revival,Play,44.0,0,1,0,0,0,312270,7482
Twelfth Night,1940-11-19,1941-03-08,1940,1941.0,St. James Theatre,Revival,Play,129.0,0,1,0,0,0,312271,5077
Twelfth Night,1949-10-03,1949-11-12,1949,1949.0,Empire Theatre,Revival,Play,48.0,0,1,0,0,0,312272,7233
Twelfth Night,1958-12-09,1959-01-10,1958,1959.0,Broadway Theatre,Revival,Play,14.0,0,1,0,0,0,312273,5017
Chicken Feed,1923-09-24,N/A,1923,N/A,Little Theatre,Original,Play,144.0,0,0,0,0,0,312275,7027
"The Streets of New York, or Poverty is No Crime",1931-10-06,N/A,1931,N/A,48th Street Theatre,Revival,Play,87.0,0,1,0,0,0,312279,7094
Prunella,1913-10-27,N/A,1913,N/A,Little Theatre,Original,Play,104.0,0,0,0,0,0,312292,7027
The Power of Money,1906-08-20,N/A,1906,N/A,American Theatre,Original,Play,N/A,0,0,0,0,0,312295,7125
"Peter, Paul & Mary A Holiday Celebration""",1989-12-12,1989-12-17,1989,1989.0,Brooks Atkinson Theatre,Original,N/A,6.0,0,0,0,0,0,312300,5018
13 Rue de l'Amour,1978-03-16,1978-05-21,1978,1978.0,Circle in the Square,Original,Play,77.0,0,0,0,0,0,312304,5230
Countess Julia,1913-04-28,1913-05-02,1913,1913.0,48th Street Theatre,Original,Play,3.0,0,0,0,0,0,312305,7094
The Prima Donna,1908-11-30,1909-01-30,1908,1909.0,Knickerbocker Theatre,Original,Musical,72.0,0,0,0,0,0,312306,5300
Damaged Goods,1937-05-17,N/A,1937,N/A,48th Street Theatre,Revival,Play,8.0,0,1,0,0,0,312310,7094
Damaged Goods,1913-03-14,N/A,1913,N/A,Fulton Theatre,N/A,Play,66.0,0,0,0,0,0,312311,7238
Hip! Hip! Hooray! [1907],1907-10-10,1907-12-07,1907,1907.0,Weber and Fields' Music Hall,Original,Musical,64.0,0,0,0,0,0,312317,7487
Warp,1973-02-14,1973-02-18,1973,1973.0,Ambassador Theatre,Original,Other,8.0,0,0,0,0,0,312319,6987
The Venetian Twins,1968-05-28,1968-06-23,1968,1968.0,Henry Miller's Theatre,Original,Play,32.0,0,0,0,0,0,312320,5039
Everywoman,1911-02-27,1912-03-23,1911,1912.0,Herald Square Theatre,Original,Play,189.0,0,0,0,0,0,312324,7292
School Days,1908-09-14,1908-10-10,1908,1908.0,Circle Theatre,Original,Musical,32.0,0,0,0,0,0,312325,7189
Bruce Forsyth on Broadway!,1979-06-12,1979-06-17,1979,1979.0,Winter Garden Theatre,Original,N/A,5.0,0,0,0,0,0,312329,7070
Jederman,1927-12-07,N/A,1927,N/A,Century Theatre,Original,Play,14.0,0,0,0,0,0,312330,7180
Sid Caesar & Company,1989-11-01,1989-11-04,1989,1989.0,John Golden Theatre,Original,Special,5.0,0,0,0,0,0,312331,5043
Broken Wings,1927-12-08,N/A,1927,N/A,Manhattan Opera House,Original,Play,17.0,0,0,0,0,0,312332,7375
First Episode,1934-09-17,N/A,1934,N/A,Ritz Theatre,Original,Play,40.0,0,0,0,0,0,312333,7057
The Apparition Theatre of Prague,1966-11-16,1966-12-03,1966,1966.0,Cort Theatre,Original,N/A,21.0,0,0,0,0,0,312335,5028
The Boys Choir of Harlem and Friends,1993-01-19,1993-01-31,1993,1993.0,Richard Rodgers Theatre,Original,N/A,14.0,0,0,0,0,0,312337,6994
Diversions and Delights,1978-04-12,1978-04-22,1978,1978.0,Eugene O'Neill Theatre,Original,Play,13.0,0,0,0,0,0,312357,5032
Sherlock Holmes,1910-12-05,N/A,1910,N/A,Empire Theatre,Revival,Play,N/A,0,1,0,0,0,312358,7233
Sherlock Holmes,1902-11-03,N/A,1902,N/A,Knickerbocker Theatre,Revival,Play,28.0,0,1,0,0,0,312359,5300
Sherlock Holmes,1915-10-11,N/A,1915,N/A,Empire Theatre,N/A,Play,32.0,0,0,0,0,0,312360,7233
Sherlock Holmes,1905-03-06,N/A,1905,N/A,Empire Theatre,N/A,Play,56.0,0,0,0,0,0,312361,7233
Sherlock Holmes,1928-02-20,N/A,1928,N/A,Cosmopolitan Theatre,Revival,Play,16.0,0,1,0,0,0,312363,7368
Sherlock Holmes,1929-11-25,N/A,1929,N/A,New Amsterdam Theatre,Revival,Play,45.0,0,1,0,0,0,312364,5169
Sherlock Holmes,1974-11-12,1976-01-04,1974,1976.0,Broadhurst Theatre,Revival,Play,471.0,0,1,0,0,0,312365,5016
The Regard of Flight,1987-04-12,1987-04-26,1987,1987.0,Vivian Beaumont Theatre,Original,N/A,17.0,0,0,0,0,0,312366,7482
When We Were Forty-one,1905-06-12,1905-08-26,1905,1905.0,New York Roof,Original,Musical,66.0,0,0,0,0,0,312368,7506
Blithe Spirit,1943-09-06,1943-10-02,1943,1943.0,Morosco Theatre,Original,Play,32.0,0,0,0,0,0,312371,5488
Blithe Spirit,1941-11-05,1943-06-05,1941,1943.0,Morosco Theatre,Original,Play,657.0,0,0,0,0,0,312372,5488
Blithe Spirit,1987-03-31,1987-06-28,1987,1987.0,Neil Simon Theatre,Revival,Play,104.0,0,1,0,0,0,312373,6985
I Have a Dream,1976-09-20,1976-12-05,1976,1976.0,Ambassador Theatre,Original,Play,88.0,0,0,0,0,0,312374,6987
Rowan Atkinson at the Atkinson,1986-10-14,1986-10-18,1986,1986.0,Brooks Atkinson Theatre,Original,N/A,7.0,0,0,0,0,0,312375,5018
Jackie,1997-11-10,1998-03-01,1997,1998.0,Belasco Theatre,Original,N/A,128.0,0,0,0,0,0,312379,5205
Photo Finish,1963-02-12,1963-06-27,1963,1963.0,Brooks Atkinson Theatre,Original,Play,159.0,0,0,0,0,0,312382,5018
Sumurun,1912-01-16,N/A,1912,N/A,Casino Theatre,Original,Play,62.0,0,0,0,0,0,312384,7167
The Chosen People,1905-03-23,1905-03-23,1905,1905.0,Herald Square Theatre,N/A,N/A,1.0,0,0,0,0,0,312388,7292
The Half-Caste,1926-03-29,N/A,1926,N/A,National Theatre,Original,Play,64.0,0,0,0,0,0,312390,7050
Emlyn Williams as Charles Dickens,1952-02-05,1952-03-15,1952,1952.0,John Golden Theatre,Original,Play,48.0,0,0,0,0,0,312392,5043
Emlyn Williams as Charles Dickens,1953-04-20,1953-05-09,1953,1953.0,Bijou Theatre,Revival,Play,24.0,0,1,0,0,0,312393,7145
Emlyn Williams as Charles Dickens,1981-01-14,1981-02-01,1981,1981.0,Century Theatre,Revival,Play,22.0,0,1,0,0,0,312394,7180
The Playboy of the Weekend World,1978-11-16,1978-12-10,1978,1978.0,Playhouse Theatre,Original,Play,29.0,0,0,0,0,0,312395,7900
Canciones de mi Padre,1988-07-12,1988-07-30,1988,1988.0,Minskoff Theatre,Original,N/A,18.0,0,0,0,0,0,312404,7393
The Lady's Not For Burning,1950-11-08,1951-03-17,1950,1951.0,Royale Theatre,Original,Play,151.0,0,0,0,0,0,312405,7059
Good,1982-10-13,1983-01-30,1982,1983.0,Booth Theatre,Original,Play,141.0,0,0,0,0,0,312407,5334
Mastergate,1989-10-12,1989-12-10,1989,1989.0,Criterion Center Stage Right,Original,Play,69.0,0,0,0,0,0,312408,5271
The Spider,1927-03-22,N/A,1927,N/A,Chanin's 46th Street Theatre,Original,Play,319.0,0,0,0,0,0,312409,6996
The Spider,1928-02-27,N/A,1928,N/A,Century Theatre,Revival,Play,16.0,0,1,0,0,0,312410,7180
Golda,1977-11-14,1978-02-15,1977,1978.0,Morosco Theatre,Original,Play,93.0,0,0,0,0,0,312412,5488
Behold This Dreamer,1927-10-31,N/A,1927,N/A,Cort Theatre,N/A,Unknown,56.0,0,0,0,0,0,312413,5028
Alice Sit-by-the-Fire,1911-02-13,N/A,1911,N/A,Empire Theatre,N/A,Unknown,32.0,0,0,0,0,0,312415,7233
Lamppost Reunion,1975-10-16,1975-12-21,1975,1975.0,Little Theatre,Original,Play,77.0,0,0,0,0,0,312416,7027
Open Admissions,1984-01-29,1984-02-12,1984,1984.0,Music Box Theatre,Original,Play,17.0,0,0,0,0,0,312422,5057
Kid Boots,1923-12-31,1925-02-21,1923,1925.0,Earl Carroll Theatre,Original,Musical,489.0,0,0,0,0,0,312442,7211
The Three Musketeers,1984-11-11,1984-11-18,1984,1984.0,N/A,Revival,Musical,9.0,0,1,0,0,0,312447,0
The American Clock,1980-11-20,1980-11-30,1980,1980.0,Biltmore Theatre,Original,Play,12.0,0,0,0,0,0,312450,5199
Chin Chin,1914-10-20,1915-07-03,1914,1915.0,Globe Theatre,Original,Musical,295.0,0,0,0,0,0,312454,7018
The Great Sebastians,1956-01-04,1956-06-02,1956,1956.0,ANTA Washington Square Theatre,Original,Play,174.0,0,0,0,0,0,312455,5387
Middle of the Night,1956-02-08,1957-05-25,1956,1957.0,ANTA Washington Square Theatre,Original,Play,477.0,0,0,0,0,0,312458,5387
Lightnin',1938-09-15,N/A,1938,N/A,John Golden Theatre,Revival,Play,54.0,0,1,0,0,0,312459,5043
Lightnin',1918-08-26,1921-08-27,1918,1921.0,Gaiety Theatre,Original,Play,1291.0,0,0,0,0,0,312460,7245
Heartbreak House,1938-04-29,N/A,1938,N/A,Mercury Theatre,Revival,Play,48.0,0,1,0,0,0,312471,7199
Heartbreak House,1920-11-10,1921-02-26,1920,1921.0,Garrick Theatre,Original,Play,125.0,0,0,0,0,0,312472,7524
Heartbreak House,1959-10-18,1960-01-23,1959,1960.0,Billy Rose Theatre,Revival,Play,112.0,0,1,0,0,0,312473,7049
Heartbreak House,1983-12-07,1984-02-05,1983,1984.0,Circle in the Square,Revival,Play,65.0,0,1,0,0,0,312474,5230
Raffi,1993-04-07,1993-04-11,1993,1993.0,Gershwin Theatre,Original,N/A,6.0,0,0,0,0,0,312476,5035
The Man Who Had All the Luck,1944-11-23,1944-11-25,1944,1944.0,Forrest Theatre,Original,Play,4.0,0,0,0,0,0,312478,7006
Teibele and Her Demon,1979-12-16,1980-01-06,1979,1980.0,Brooks Atkinson Theatre,Original,Play,25.0,0,0,0,0,0,312480,5018
The Darling of the Gods,1903-09-16,N/A,1903,N/A,The Old Belasco Theatre,N/A,N/A,64.0,0,0,0,0,0,312483,7447
The Darling of the Gods,1902-12-03,N/A,1902,N/A,The Old Belasco Theatre,Original,N/A,182.0,0,0,0,0,0,312484,7447
Mrs. McThing,1952-02-20,1953-01-10,1952,1953.0,Martin Beck Theatre,Original,Play,320.0,0,0,0,0,0,312487,7042
Getting Away With Murder,1996-03-17,1996-03-31,1996,1996.0,Broadhurst Theatre,Original,Play,17.0,0,0,0,0,0,312489,5016
Ring Round the Moon,1950-11-23,1951-01-13,1950,1951.0,Martin Beck Theatre,Original,Play,68.0,0,0,0,0,0,312491,7042
The Gentle People,1939-01-05,N/A,1939,N/A,Belasco Theatre,N/A,Unknown,141.0,0,0,0,0,0,312495,5205
"Peter, Paul & Mary From Bleecker to Broadway""",1986-03-18,1986-03-23,1986,1986.0,Minskoff Theatre,Original,N/A,7.0,0,0,0,0,0,312504,7393
The Octoroon,1929-03-12,N/A,1929,N/A,Maxine Elliott's Theatre,Revival,Play,N/A,0,1,0,0,0,312510,5622
Indiscretions,1995-04-27,1995-11-04,1995,1995.0,Ethel Barrymore Theatre,Original,Play,220.0,0,0,0,0,0,312511,5031
Kage-No-Chikara,1930-03-04,N/A,1930,N/A,Booth Theatre,Original,Play,15.0,0,0,0,0,0,312514,5334
Arabian Nightmare,1927-01-10,N/A,1927,N/A,Cort Theatre,Original,Play,24.0,0,0,0,0,0,312515,5028
"Finden Sie, dass Constance sich richtig verhaelt?",1946-10-09,1946-10-20,1946,1946.0,Barbizon-Plaza Theatre,Revival,Play,8.0,0,1,0,0,0,312516,7139
The Eternal Road,1937-01-07,1937-05-15,1937,1937.0,Manhattan Opera House,Original,Musical,153.0,0,0,0,0,0,312520,7375
Martha Graham and her Dance Company,1960-05-04,1960-05-07,1960,1960.0,N/A,Original,Special,3.0,0,0,0,0,0,312521,0
Shirley Bassey,1979-09-10,1979-09-22,1979,1979.0,Minskoff Theatre,Original,N/A,N/A,0,0,0,0,0,312589,7393
Greco's Spanish Ballet,1952-03-01,1952-04-01,1952,1952.0,Palace Theatre,Original,Special,N/A,0,0,0,0,0,312604,5060
Angna Enters,1952-03-01,N/A,1952,N/A,ANTA Washington Square Theatre,Revival,Special,N/A,0,1,0,0,0,312605,5387
Marriage,1935-02-01,N/A,1935,N/A,Majestic Theatre,Original,Play,N/A,0,0,0,0,0,312614,5052
The White Guard,1935-02-01,N/A,1935,N/A,Majestic Theatre,Original,Play,N/A,0,0,0,0,0,312615,5052
I Forgot,1935-02-01,N/A,1935,N/A,Majestic Theatre,Original,Play,N/A,0,0,0,0,0,312616,5052
Enemies,1935-02-01,N/A,1935,N/A,Majestic Theatre,Original,Play,N/A,0,0,0,0,0,312617,5052
The Deluge,1935-02-01,N/A,1935,N/A,Majestic Theatre,Revival,Play,N/A,0,1,0,0,0,312618,5052
Poverty Is No Crime,1935-02-01,N/A,1935,N/A,Majestic Theatre,N/A,Unknown,N/A,0,0,0,0,0,312619,5052
Strange Child,1935-02-01,N/A,1935,N/A,Majestic Theatre,N/A,Unknown,N/A,0,0,0,0,0,312620,5052
Harry Houdini,1926-01-01,N/A,1926,N/A,National Theatre,Revival,N/A,N/A,0,1,0,0,0,312623,7050
Miss Civilization,2013-05-01,N/A,1913,N/A,N/A,Original,Play,N/A,0,0,0,0,0,312628,0
"Bertha, the Sewing Machine Girl",1906-08-13,N/A,1906,N/A,American Theatre,Original,Play,N/A,0,0,0,0,0,312629,7125
The Great Divide,1908-11-16,N/A,1908,N/A,Grand Opera House,Original,Play,N/A,0,0,0,0,0,312630,5720
Edith Stein,1982-09-28,N/A,1982,N/A,Playhouse Theatre,Original,N/A,N/A,0,0,0,0,0,312631,7900
Georgia Brown and Friends,1982-10-21,1982-10-21,1982,1982.0,Nederlander Theatre,Original,N/A,N/A,0,0,0,0,0,312632,7047
Broadway Fever,1929-01-02,N/A,1929,N/A,Broadway Theatre,Original,Special,N/A,0,0,0,0,0,312637,5017
The Gunner's Mate,1900-01-09,N/A,1900,N/A,Grand Opera House,Original,Play,N/A,0,0,0,0,0,312638,5720
Man's Enemy,1900-01-29,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312639,7557
The Ladies' Battle,1900-02-26,N/A,1900,N/A,Fifth Avenue Theatre,Original,Play,N/A,0,0,0,0,0,312640,7519
Marie Antoinette,1900-02-26,N/A,1900,N/A,Fifth Avenue Theatre,Original,Play,N/A,0,0,0,0,0,312641,7519
Mary Stuart,1900-02-26,N/A,1900,N/A,Fifth Avenue Theatre,Original,Play,N/A,0,0,0,0,0,312642,7519
The Amber Heart,1900-03-12,N/A,1900,N/A,Knickerbocker Theatre,Original,Play,N/A,0,0,0,0,0,312643,5300
Robespierre,1900-03-12,N/A,1900,N/A,Knickerbocker Theatre,Original,Play,N/A,0,0,0,0,0,312644,5300
Waterloo,1900-03-12,N/A,1900,N/A,Knickerbocker Theatre,Original,Play,N/A,0,0,0,0,0,312645,5300
Across the Pacific,1900-03-19,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312646,7557
Oliver Goldsmith,1900-03-19,N/A,1900,N/A,Fifth Avenue Theatre,Original,Play,33.0,0,0,0,0,0,312647,7519
On the Stroke of Twelve,1900-03-26,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312648,7557
Dangerous Women,1900-04-16,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312649,7557
Caught in the Web,1900-04-23,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312650,7557
Uncle Sam in China,1900-09-03,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312651,7557
A Wife in Pawn,1900-09-10,N/A,1900,N/A,Grand Opera House,Original,N/A,N/A,0,0,0,0,0,312652,5720
Reaping the Whirlwind,1900-09-17,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312653,7557
The Great White Diamond,1900-11-05,N/A,1900,N/A,Star Theatre,Original,Play,N/A,0,0,0,0,0,312654,7557
A Man from the West,1900-11-12,N/A,1900,N/A,Grand Opera House,Original,N/A,N/A,0,0,0,0,0,312655,5720
